"f" "voor" "ref" "hyp"
"4556" "07072022_result.TextGrid" 192 "või" "käis"
"4557" "07072022_result.TextGrid" 192 "jaa" "ja"
"4558" "07072022_result.TextGrid" 192 "ma" "ma"
"4559" "07072022_result.TextGrid" 192 "käisin" "käisin"
"4560" "07072022_result.TextGrid" 192 "vist" "vist"
"4561" "07072022_result.TextGrid" 192 "jaa" "####"
"4562" "07072022_result.TextGrid" 192 "ühe" "####"
"4563" "07072022_result.TextGrid" 192 "või" "või"
"4564" "07072022_result.TextGrid" 192 "kaks" "kaks"
"4565" "07072022_result.TextGrid" 192 "korda" "korda"
"4566" "07072022_result.TextGrid" 192 "see" "####"
"4567" "07072022_result.TextGrid" 192 "oli" "####"
"4568" "07072022_result.TextGrid" 192 "hästi" "####"
"4569" "07072022_result.TextGrid" 192 "gp" "####"
"4570" "07072022_result.TextGrid" 192 "oli" "oli"
"4571" "07072022_result.TextGrid" 192 "alati" "alati"
"4572" "07072022_result.TextGrid" 192 "see" "see"
"4573" "07072022_result.TextGrid" 192 "koht" "koht"
"4574" "07072022_result.TextGrid" 192 "kus" "kus"
"4575" "07072022_result.TextGrid" 192 "kõik" "kõik"
"4576" "07072022_result.TextGrid" 192 "muud" "muud"
"4577" "07072022_result.TextGrid" 192 "kohad" "kohad"
"4578" "07072022_result.TextGrid" 192 "olid" "olid"
"4579" "07072022_result.TextGrid" 192 "kinni" "kinni"
"4580" "07072022_result.TextGrid" 192 "jaa" "####"
"4581" "07072022_result.TextGrid" 192 "siis" "siis"
"4582" "07072022_result.TextGrid" 192 "gp" "gp"
"4583" "07072022_result.TextGrid" 192 "oli" "oli"
"4584" "07072022_result.TextGrid" 192 "ikka" "ikka"
"4585" "07072022_result.TextGrid" 192 "lahti" "####"
"4586" "07072022_result.TextGrid" 192 "see" "####"
"4587" "07072022_result.TextGrid" 192 "oli" "alati"
"4588" "07072022_result.TextGrid" 192 "alati" "alati"
"4589" "07072022_result.TextGrid" 192 "koht" "koht"
"4590" "07072022_result.TextGrid" 192 "kuhu" "####"
"4591" "07072022_result.TextGrid" 192 "minna" "####"
"4592" "07072022_result.TextGrid" 192 "seal" "####"
"4593" "07072022_result.TextGrid" 192 "oli" "####"
"4594" "07072022_result.TextGrid" 192 "hästi" "hästi"
"4595" "07072022_result.TextGrid" 192 "palju" "palju"
"4596" "07072022_result.TextGrid" 192 "vene" "####"
"4597" "07072022_result.TextGrid" 192 "muusikat" "####"
"4598" "07072022_result.TextGrid" 192 "vene" "vene"
"4599" "07072022_result.TextGrid" 192 "muusikat" "muusikat"
"4600" "07072022_result.TextGrid" 192 "häs" "####"
"4601" "07072022_result.TextGrid" 192 "hästi" "####"
"4602" "07072022_result.TextGrid" 192 "palju" "####"
"4603" "07072022_result.TextGrid" 192 "vene" "####"
"4604" "07072022_result.TextGrid" 192 "muusikatno" "####"
"4605" "07072022_result.TextGrid" 192 "pasha" "####"
"4606" "07072022_result.TextGrid" 192 "minu" "####"
"4607" "07072022_result.TextGrid" 192 "partner" "####"
"4608" "07072022_result.TextGrid" 192 "onju" "####"
"4609" "07072022_result.TextGrid" 192 "ta" "####"
"4610" "07072022_result.TextGrid" 192 "töötas" "####"
"4611" "07072022_result.TextGrid" 192 "seal" "####"
"4612" "07072022_result.TextGrid" 192 "baaris" "####"
"4613" "07072022_result.TextGrid" 192 "okei" "####"
"4614" "07072022_result.TextGrid" 192 "nüüd" "####"
"4615" "07072022_result.TextGrid" 192 "mul" "####"
"4616" "07072022_result.TextGrid" 192 "on" "####"
"4617" "07072022_result.TextGrid" 192 "täiega" "####"
"4618" "07072022_result.TextGrid" 192 "sihuke" "####"
"4619" "07072022_result.TextGrid" 192 "tunne" "####"
"4620" "07072022_result.TextGrid" 192 "et" "####"
"4621" "07072022_result.TextGrid" 192 "võibolla" "####"
"4622" "07072022_result.TextGrid" 192 "ma" "####"
"4623" "07072022_result.TextGrid" 192 "kunagi" "####"
"4624" "07072022_result.TextGrid" 192 "nagu" "####"
"4625" "07072022_result.TextGrid" 192 "noh" "####"
"4626" "07072022_result.TextGrid" 192 "pinnisin" "####"
"4627" "07072022_result.TextGrid" 192 "talt" "####"
"4628" "07072022_result.TextGrid" 192 "midagi" "####"
"4629" "07072022_result.TextGrid" 192 "aga" "####"
"4630" "07072022_result.TextGrid" 193 "aga" "aga"
"4631" "07072022_result.TextGrid" 193 "temalt" "temalt"
"4632" "07072022_result.TextGrid" 193 "ma" "ma"
"4633" "07072022_result.TextGrid" 193 "olen" "olen"
"4634" "07072022_result.TextGrid" 193 "ka" "ka"
"4635" "07072022_result.TextGrid" 193 "palju" "palju"
"4636" "07072022_result.TextGrid" 193 "nalja" "nalja"
"4637" "07072022_result.TextGrid" 193 "kuulnud" "kuulnud"
"4638" "07072022_result.TextGrid" 193 "gp" "gp"
"4639" "07072022_result.TextGrid" 193 "kohta" "kohta"
"4640" "07072022_result.TextGrid" 194 "seal" "seal"
"4641" "07072022_result.TextGrid" 194 "kõigekõige" "kõigekõige"
"4642" "07072022_result.TextGrid" 194 "rohkem" "rohkem"
"4643" "07072022_result.TextGrid" 194 "ma" "ma"
"4644" "07072022_result.TextGrid" 194 "mäletan" "mäletan"
"4645" "07072022_result.TextGrid" 194 "seda" "seda"
"4646" "07072022_result.TextGrid" 194 "pidu" "pidu"
"4647" "07072022_result.TextGrid" 194 "get" "et"
"4648" "07072022_result.TextGrid" 194 "fucked" "fakt"
"4649" "07072022_result.TextGrid" 194 "ja" "ja"
"4650" "07072022_result.TextGrid" 194 "see" "see"
"4651" "07072022_result.TextGrid" 194 "oli" "oli"
"4652" "07072022_result.TextGrid" 194 "teisi" "####"
"4653" "07072022_result.TextGrid" 194 "see" "see"
"4654" "07072022_result.TextGrid" 194 "oli" "oli"
"4655" "07072022_result.TextGrid" 194 "teisipäeviti" "teisipäeviti"
"4656" "07072022_result.TextGrid" 194 "kord" "kord"
"4657" "07072022_result.TextGrid" 194 "kuus" "kuus"
"4658" "07072022_result.TextGrid" 194 "teisipäeviti" "teisipäeviti"
"4659" "07072022_result.TextGrid" 194 "ja" "ja"
"4660" "07072022_result.TextGrid" 194 "seal" "seal"
"4661" "07072022_result.TextGrid" 194 "olid" "olid"
"4662" "07072022_result.TextGrid" 195 "ma" "ma"
"4663" "07072022_result.TextGrid" 195 "tahan" "tahan"
"4664" "07072022_result.TextGrid" 195 "öelda" "öelda"
"4665" "07072022_result.TextGrid" 195 "et" "et"
"4666" "07072022_result.TextGrid" 195 "kas" "kas"
"4667" "07072022_result.TextGrid" 195 "jaegerbomb" "jäägerpomm"
"4668" "07072022_result.TextGrid" 195 "või" "või"
"4669" "07072022_result.TextGrid" 195 "mingi" "mingi"
"4670" "07072022_result.TextGrid" 195 "sihuke" "####"
"4671" "07072022_result.TextGrid" 195 "fucked" "####"
"4672" "07072022_result.TextGrid" 195 "up" "siugune"
"4673" "07072022_result.TextGrid" 195 "shot" "fucktopshot"
"4674" "07072022_result.TextGrid" 195 "oli" "oli"
"4675" "07072022_result.TextGrid" 195 "nagu" "nagu"
"4676" "07072022_result.TextGrid" 195 "mingi" "mingi"
"4677" "07072022_result.TextGrid" 195 "poole" "####"
"4678" "07072022_result.TextGrid" 195 "hinnaga" "poolehinnaga"
"4679" "07072022_result.TextGrid" 195 "või" "või"
"4680" "07072022_result.TextGrid" 195 "ostad" "ostad"
"4681" "07072022_result.TextGrid" 195 "ka" "####"
"4682" "07072022_result.TextGrid" 195 "või" "####"
"4683" "07072022_result.TextGrid" 195 "no" "####"
"4684" "07072022_result.TextGrid" 195 "mingi" "mingi"
"4685" "07072022_result.TextGrid" 195 "sihukene" "####"
"4686" "07072022_result.TextGrid" 195 "kind" "####"
"4687" "07072022_result.TextGrid" 195 "of" "niisugune"
"4688" "07072022_result.TextGrid" 195 "et" "kinda"
"4689" "07072022_result.TextGrid" 195 "ma" "ma"
"4690" "07072022_result.TextGrid" 195 "arvan" "arvan"
"4691" "07072022_result.TextGrid" 195 "et" "et"
"4692" "07072022_result.TextGrid" 195 "see" "see"
"4693" "07072022_result.TextGrid" 195 "oli" "oli"
"4694" "07072022_result.TextGrid" 195 "midagi" "midagi"
"4695" "07072022_result.TextGrid" 195 "rohkemat" "rohkemat"
"4696" "07072022_result.TextGrid" 195 "kui" "kui"
"4697" "07072022_result.TextGrid" 195 "osta" "osta"
"4698" "07072022_result.TextGrid" 195 "kaks" "kaks"
"4699" "07072022_result.TextGrid" 195 "või" "või"
"4700" "07072022_result.TextGrid" 195 "maksa" "maksa"
"4701" "07072022_result.TextGrid" 195 "üks" "üks"
"4702" "07072022_result.TextGrid" 195 "okei" "####"
"4703" "07072022_result.TextGrid" 195 "või" "####"
"4704" "07072022_result.TextGrid" 195 "et" "####"
"4705" "07072022_result.TextGrid" 196 "ostad" "ostad"
"4706" "07072022_result.TextGrid" 196 "neli" "neli"
"4707" "07072022_result.TextGrid" 196 "ja" "ja"
"4708" "07072022_result.TextGrid" 196 "maksad" "maksad"
"4709" "07072022_result.TextGrid" 196 "mingi" "mingi"
"4710" "07072022_result.TextGrid" 196 "mina" "####"
"4711" "07072022_result.TextGrid" 196 "ei" "####"
"4712" "07072022_result.TextGrid" 196 "tea" "mine"
"4713" "07072022_result.TextGrid" 196 "igal" "igal"
"4714" "07072022_result.TextGrid" 196 "juhul" "juhul"
"4715" "07072022_result.TextGrid" 196 "see" "see"
"4716" "07072022_result.TextGrid" 196 "oli" "oli"
"4717" "07072022_result.TextGrid" 196 "väga" "väga"
"4718" "07072022_result.TextGrid" 196 "odav" "odav"
"4719" "07072022_result.TextGrid" 196 "ja" "ja"
"4720" "07072022_result.TextGrid" 196 "see" "see"
"4721" "07072022_result.TextGrid" 196 "oli" "oli"
"4722" "07072022_result.TextGrid" 196 "nii" "nii"
"4723" "07072022_result.TextGrid" 196 "et" "et"
"4724" "07072022_result.TextGrid" 196 "youre" "our"
"4725" "07072022_result.TextGrid" 196 "gonna" "on"
"4726" "07072022_result.TextGrid" 196 "get" "ca"
"4727" "07072022_result.TextGrid" 196 "fucked" "fuc"
"4728" "07072022_result.TextGrid" 197 "aga" "aga"
"4729" "07072022_result.TextGrid" 197 "ma" "ma"
"4730" "07072022_result.TextGrid" 197 "mäletan" "mäletan"
"4731" "07072022_result.TextGrid" 197 "et" "et"
"4732" "07072022_result.TextGrid" 197 "need" "need"
"4733" "07072022_result.TextGrid" 197 "olid" "olid"
"4734" "07072022_result.TextGrid" 197 "väga" "väga"
"4735" "07072022_result.TextGrid" 197 "naljakad" "naljakad"
"4736" "07072022_result.TextGrid" 197 "peod" "peod"
"4737" "07072022_result.TextGrid" 197 "mhmh" "####"
"4738" "07072022_result.TextGrid" 198 "väga" "väga"
"4739" "07072022_result.TextGrid" 198 "sihukesed" "####"
"4740" "07072022_result.TextGrid" 198 "ülemeelikud" "niisugused"
"4741" "07072022_result.TextGrid" 198 "olid" "üle"
"4742" "07072022_result.TextGrid" 198 "see" "meelikutes"
"4743" "07072022_result.TextGrid" 198 "oli" "oli"
"4744" "07072022_result.TextGrid" 198 "sest" "sest"
"4745" "07072022_result.TextGrid" 198 "et" "et"
"4746" "07072022_result.TextGrid" 198 "teisipäeval" "teisipäeval"
"4747" "07072022_result.TextGrid" 198 "aga" "aga"
"4748" "07072022_result.TextGrid" 198 "need" "need"
"4749" "07072022_result.TextGrid" 198 "kestsid" "kestsid"
"4750" "07072022_result.TextGrid" 198 "ikkagist" "ikkagi"
"4751" "07072022_result.TextGrid" 198 "mingi" "mingi"
"4752" "07072022_result.TextGrid" 198 "kella" "kella"
"4753" "07072022_result.TextGrid" 198 "seitsmeni" "seitsmeni"
"4754" "07072022_result.TextGrid" 198 "või" "või"
"4755" "07072022_result.TextGrid" 198 "nagu" "####"
"4756" "07072022_result.TextGrid" 198 "väga" "väga"
"4757" "07072022_result.TextGrid" 198 "kaua" "kaua"
"4758" "07072022_result.TextGrid" 199 "ma" "ma"
"4759" "07072022_result.TextGrid" 199 "väga" "väga"
"4760" "07072022_result.TextGrid" 199 "palju" "palju"
"4761" "07072022_result.TextGrid" 199 "ei" "ei"
"4762" "07072022_result.TextGrid" 199 "mäleta" "mäleta"
"4763" "07072022_result.TextGrid" 199 "mis" "mis"
"4764" "07072022_result.TextGrid" 199 "seal" "seal"
"4765" "07072022_result.TextGrid" 199 "toimus" "####"
"4766" "07072022_result.TextGrid" 199 "aga" "toimus"
"4767" "07072022_result.TextGrid" 199 "see" "see"
"4768" "07072022_result.TextGrid" 199 "oli" "oli"
"4769" "07072022_result.TextGrid" 199 "väga" "väga"
"4770" "07072022_result.TextGrid" 199 "lõbus" "lõbus"
"4771" "07072022_result.TextGrid" 199 "ma" "ma"
"4772" "07072022_result.TextGrid" 199 "mäletan" "mäletan"
"4773" "07072022_result.TextGrid" 199 "muusika" "muusika"
"4774" "07072022_result.TextGrid" 199 "oli" "oli"
"4775" "07072022_result.TextGrid" 199 "kohutav" "kohutav"
"4776" "07072022_result.TextGrid" 199 "aga" "aga"
"4777" "07072022_result.TextGrid" 199 "samal" "samal"
"4778" "07072022_result.TextGrid" 199 "ajal" "ajal"
"4779" "07072022_result.TextGrid" 199 "tollel" "tollel"
"4780" "07072022_result.TextGrid" 199 "ajal" "ajal"
"4781" "07072022_result.TextGrid" 199 "ma" "ma"
"4782" "07072022_result.TextGrid" 199 "niikuinii" "niikuinii"
"4783" "07072022_result.TextGrid" 199 "kuulasin" "kuulasin"
"4784" "07072022_result.TextGrid" 199 "ka" "ka"
"4785" "07072022_result.TextGrid" 199 "noh" "noh"
"4786" "07072022_result.TextGrid" 199 "palju" "palju"
"4787" "07072022_result.TextGrid" 199 "siukest" "siukest"
"4788" "07072022_result.TextGrid" 199 "mingit" "mingit"
"4789" "07072022_result.TextGrid" 199 "pop" "pop"
"4790" "07072022_result.TextGrid" 199 "mis" "mis"
"4791" "07072022_result.TextGrid" 199 "iganes" "####"
"4792" "07072022_result.TextGrid" 199 "mhmh" "iganes"
"4793" "07072022_result.TextGrid" 199 "noh" "noh"
"4794" "07072022_result.TextGrid" 199 "tantsija" "tantsija"
"4795" "07072022_result.TextGrid" 199 "ikkagist" "ikkagi"
"4796" "07072022_result.TextGrid" 199 "nagu" "nagu"
"4797" "07072022_result.TextGrid" 199 "mingit" "mingit"
"4798" "07072022_result.TextGrid" 199 "ägedat" "####"
"4799" "07072022_result.TextGrid" 199 "poppi" "####"
"4800" "07072022_result.TextGrid" 199 "ja" "ägedat"
"4801" "07072022_result.TextGrid" 199 "rnbd" "pop"
"4802" "07072022_result.TextGrid" 199 "nii" "areneda"
"4803" "07072022_result.TextGrid" 199 "et" "et"
"4804" "07072022_result.TextGrid" 199 "see" "see"
"4805" "07072022_result.TextGrid" 199 "oli" "oli"
"4806" "07072022_result.TextGrid" 199 "nagu" "nagu"
"4807" "07072022_result.TextGrid" 199 "toimis" "toimis"
"4808" "07072022_result.TextGrid" 199 "ja" "ja"
"4809" "07072022_result.TextGrid" 199 "seal" "seal"
"4810" "07072022_result.TextGrid" 199 "oli" "oli"
"4811" "07072022_result.TextGrid" 199 "ma" "ma"
"4812" "07072022_result.TextGrid" 199 "mäletan" "mäletan"
"4813" "07072022_result.TextGrid" 199 "seal" "seal"
"4814" "07072022_result.TextGrid" 199 "ei" "ei"
"4815" "07072022_result.TextGrid" 199 "olnud" "olnud"
"4816" "07072022_result.TextGrid" 199 "ma" "ma"
"4817" "07072022_result.TextGrid" 199 "ei" "ei"
"4818" "07072022_result.TextGrid" 199 "näinud" "näinud"
"4819" "07072022_result.TextGrid" 199 "kordagi" "kordagi"
"4820" "07072022_result.TextGrid" 199 "nagu" "nagu"
"4821" "07072022_result.TextGrid" 199 "####" "drag"
"4822" "07072022_result.TextGrid" 199 "drag" "performance"
"4823" "07072022_result.TextGrid" 199 "performanceit" "it"
"4824" "07072022_result.TextGrid" 199 "aga" "aga"
"4825" "07072022_result.TextGrid" 199 "ma" "ma"
"4826" "07072022_result.TextGrid" 199 "mäletan" "mäletan"
"4827" "07072022_result.TextGrid" 199 "et" "et"
"4828" "07072022_result.TextGrid" 199 "seal" "seal"
"4829" "07072022_result.TextGrid" 199 "oli" "oli"
"4830" "07072022_result.TextGrid" 199 "üks" "####"
"4831" "07072022_result.TextGrid" 199 "drag" "üks"
"4832" "07072022_result.TextGrid" 199 "drag" "trag"
"4833" "07072022_result.TextGrid" 199 "queen" "draqueen"
"4834" "07072022_result.TextGrid" 199 "kes" "kes"
"4835" "07072022_result.TextGrid" 199 "istus" "####"
"4836" "07072022_result.TextGrid" 199 "mhmh" "istus"
"4837" "07072022_result.TextGrid" 199 "nagu" "nagu"
"4838" "07072022_result.TextGrid" 199 "kuskil" "kuskil"
"4839" "07072022_result.TextGrid" 199 "nurgas" "nurgas"
"4840" "07072022_result.TextGrid" 199 "ja" "####"
"4841" "07072022_result.TextGrid" 199 "no" "ja"
"4842" "07072022_result.TextGrid" 199 "ala" "ala"
"4843" "07072022_result.TextGrid" 199 "nagu" "nagu"
"4844" "07072022_result.TextGrid" 199 "kes" "kes"
"4845" "07072022_result.TextGrid" 199 "see" "see"
"4846" "07072022_result.TextGrid" 199 "on" "on"
"4847" "07072022_result.TextGrid" 199 "kes" "kes"
"4848" "07072022_result.TextGrid" 199 "kui" "kui"
"4849" "07072022_result.TextGrid" 199 "sa" "sa"
"4850" "07072022_result.TextGrid" 199 "lähed" "lähed"
"4851" "07072022_result.TextGrid" 199 "vetsu" "vetsu"
"4852" "07072022_result.TextGrid" 199 "siis" "siis"
"4853" "07072022_result.TextGrid" 199 "ta" "ta"
"4854" "07072022_result.TextGrid" 199 "annab" "annab"
"4855" "07072022_result.TextGrid" 199 "sulle" "####"
"4856" "07072022_result.TextGrid" 199 "jaa" "####"
"4857" "07072022_result.TextGrid" 199 "jaa" "####"
"4858" "07072022_result.TextGrid" 199 "aa" "####"
"4859" "07072022_result.TextGrid" 199 "jaa" "####"
"4860" "07072022_result.TextGrid" 199 "jaa" "sulle"
"4861" "07072022_result.TextGrid" 199 "nagu" "nagu"
"4862" "07072022_result.TextGrid" 199 "see" "####"
"4863" "07072022_result.TextGrid" 199 "vetsutaat" "see"
"4864" "07072022_result.TextGrid" 199 "vetsuval" "####"
"4865" "07072022_result.TextGrid" 199 "jah" "vetsuval"
"4866" "07072022_result.TextGrid" 199 "vetsuvalvur" "vetsuvalvur"
"4867" "07072022_result.TextGrid" 199 "naine" "####"
"4868" "07072022_result.TextGrid" 199 "ja" "####"
"4869" "07072022_result.TextGrid" 199 "ta" "####"
"4870" "07072022_result.TextGrid" 199 "oli" "naine"
"4871" "07072022_result.TextGrid" 199 "mingi" "mingi"
"4872" "07072022_result.TextGrid" 199 "sihukene" "selline"
"4873" "07072022_result.TextGrid" 199 "kuskil" "kuskil"
"4874" "07072022_result.TextGrid" 199 "seal" "seal"
"4875" "07072022_result.TextGrid" 199 "nurgas" "nurgas"
"4876" "07072022_result.TextGrid" 199 "ja" "####"
"4877" "07072022_result.TextGrid" 199 "ma" "ja"
"4878" "07072022_result.TextGrid" 199 "mäletan" "####"
"4879" "07072022_result.TextGrid" 199 "et" "####"
"4880" "07072022_result.TextGrid" 199 "ta" "####"
"4881" "07072022_result.TextGrid" 199 "oli" "mäletan"
"4882" "07072022_result.TextGrid" 199 "väga" "####"
"4883" "07072022_result.TextGrid" 199 "cunty" "####"
"4884" "07072022_result.TextGrid" 199 "okei" "####"
"4885" "07072022_result.TextGrid" 199 "very" "väga"
"4886" "07072022_result.TextGrid" 199 "very" "ka"
"4887" "07072022_result.TextGrid" 200 "ja" "ja"
"4888" "07072022_result.TextGrid" 200 "ma" "ma"
"4889" "07072022_result.TextGrid" 200 "mitu" "mitu"
"4890" "07072022_result.TextGrid" 200 "korda" "korda"
"4891" "07072022_result.TextGrid" 200 "solvusin" "solvusin"
"4892" "07072022_result.TextGrid" 200 "tema" "tema"
"4893" "07072022_result.TextGrid" 200 "peale" "peale"
"4894" "07072022_result.TextGrid" 200 "ta" "ta"
"4895" "07072022_result.TextGrid" 200 "oli" "oli"
"4896" "07072022_result.TextGrid" 200 "sihuke" "sihuke"
"4897" "07072022_result.TextGrid" 200 "mingi" "mingi"
"4898" "07072022_result.TextGrid" 200 "natukene" "natukene"
"4899" "07072022_result.TextGrid" 200 "nagu" "nagu"
"4900" "07072022_result.TextGrid" 200 "vanem" "vanem"
"4901" "07072022_result.TextGrid" 200 "mhmh" "####"
"4902" "07072022_result.TextGrid" 200 "aga" "####"
"4903" "07072022_result.TextGrid" 200 "ma" "####"
"4904" "07072022_result.TextGrid" 200 "absoluutselt" "####"
"4905" "07072022_result.TextGrid" 200 "ei" "####"
"4906" "07072022_result.TextGrid" 200 "mäleta" "####"
"4907" "07072022_result.TextGrid" 200 "kes" "####"
"4908" "07072022_result.TextGrid" 200 "see" "####"
"4909" "07072022_result.TextGrid" 200 "oli" "####"
"4910" "07072022_result.TextGrid" 200 "aga" "####"
"4911" "07072022_result.TextGrid" 200 "ta" "####"
"4912" "07072022_result.TextGrid" 200 "oli" "####"
"4913" "07072022_result.TextGrid" 200 "päris" "####"
"4914" "07072022_result.TextGrid" 201 "aga" "aga"
"4915" "07072022_result.TextGrid" 201 "sa" "sa"
"4916" "07072022_result.TextGrid" 201 "ütlesid" "ütlesid"
"4917" "07072022_result.TextGrid" 201 "et" "et"
"4918" "07072022_result.TextGrid" 201 "kui" "kui"
"4919" "07072022_result.TextGrid" 201 "sa" "sa"
"4920" "07072022_result.TextGrid" 201 "viisteist" "viisteist"
"4921" "07072022_result.TextGrid" 201 "olid" "olid"
"4922" "07072022_result.TextGrid" 201 "siis" "####"
"4923" "07072022_result.TextGrid" 201 "sa" "seal"
"4924" "07072022_result.TextGrid" 201 "esinesid" "esinesid"
"4925" "07072022_result.TextGrid" 201 "seal" "seal"
"4926" "07072022_result.TextGrid" 201 "mi" "####"
"4927" "07072022_result.TextGrid" 201 "mis" "mis"
"4928" "07072022_result.TextGrid" 201 "kavaga" "kavaga"
"4929" "07072022_result.TextGrid" 201 "sa" "sa"
"4930" "07072022_result.TextGrid" 201 "või" "või"
"4931" "07072022_result.TextGrid" 201 "kuidas" "kuidas"
"4932" "07072022_result.TextGrid" 201 "sa" "sa"
"4933" "07072022_result.TextGrid" 201 "sinna" "sinna"
"4934" "07072022_result.TextGrid" 202 "esinema" "####"
"4935" "07072022_result.TextGrid" 202 "said" "####"
"4936" "07072022_result.TextGrid" 202 "jaa" "####"
"4937" "07072022_result.TextGrid" 202 "jaa" "esineb"
"4938" "07072022_result.TextGrid" 202 "igast" "igast"
"4939" "07072022_result.TextGrid" 202 "erinevatega" "erinevatega"
"4940" "07072022_result.TextGrid" 202 "ma" "####"
"4941" "07072022_result.TextGrid" 202 "ei" "####"
"4942" "07072022_result.TextGrid" 202 "sihuke" "####"
"4943" "07072022_result.TextGrid" 202 "gogo" "####"
"4944" "07072022_result.TextGrid" 202 "dance" "####"
"4945" "07072022_result.TextGrid" 202 "või" "####"
"4946" "07072022_result.TextGrid" 202 "rol" "####"
"4947" "07072022_result.TextGrid" 203 "rolf" "ja"
"4948" "07072022_result.TextGrid" 203 "junioriga" "golf"
"4949" "07072022_result.TextGrid" 203 "me" "juunioriga"
"4950" "07072022_result.TextGrid" 203 "esinesime" "me"
"4951" "07072022_result.TextGrid" 203 "palju" "esinesime"
"4952" "07072022_result.TextGrid" 204 "muidugi" "muidugi"
"4953" "07072022_result.TextGrid" 204 "of" "####"
"4954" "07072022_result.TextGrid" 204 "course" "####"
"4955" "07072022_result.TextGrid" 205 "ja" "ja"
"4956" "07072022_result.TextGrid" 205 "siis" "siis"
"4957" "07072022_result.TextGrid" 206 "just" "just"
"4958" "07072022_result.TextGrid" 206 "et" "et"
"4959" "07072022_result.TextGrid" 206 "samal" "samal"
"4960" "07072022_result.TextGrid" 206 "ajal" "ajal"
"4961" "07072022_result.TextGrid" 207 "ma" "ma"
"4962" "07072022_result.TextGrid" 207 "tegin" "tegin"
"4963" "07072022_result.TextGrid" 207 "seda" "seda"
"4964" "07072022_result.TextGrid" 207 "kui" "kui"
"4965" "07072022_result.TextGrid" 207 "tallinnas" "tallinnas"
"4966" "07072022_result.TextGrid" 207 "oli" "oli"
"4967" "07072022_result.TextGrid" 207 "linnahallis" "linnahalli"
"4968" "07072022_result.TextGrid" 207 "oli" "oli"
"4969" "07072022_result.TextGrid" 207 "fame" "fam"
"4970" "07072022_result.TextGrid" 207 "muusikal" "muusikal"
"4971" "07072022_result.TextGrid" 207 "jaa" "ja"
"4972" "07072022_result.TextGrid" 207 "siis" "siis"
"4973" "07072022_result.TextGrid" 207 "ma" "ma"
"4974" "07072022_result.TextGrid" 207 "olin" "####"
"4975" "07072022_result.TextGrid" 207 "os" "####"
"4976" "07072022_result.TextGrid" 207 "mina" "mina"
"4977" "07072022_result.TextGrid" 207 "olin" "olin"
"4978" "07072022_result.TextGrid" 207 "üks" "üks"
"4979" "07072022_result.TextGrid" 207 "osatäitjatest" "osatäitja"
"4980" "07072022_result.TextGrid" 207 "tantsijatest" "sijatest"
"4981" "07072022_result.TextGrid" 207 "seal" "seal"
"4982" "07072022_result.TextGrid" 207 "üks" "üks"
"4983" "07072022_result.TextGrid" 207 "tantsijatest" "tantsijatest"
"4984" "07072022_result.TextGrid" 207 "aga" "aga"
"4985" "07072022_result.TextGrid" 207 "ma" "ma"
"4986" "07072022_result.TextGrid" 207 "olin" "olin"
"4987" "07072022_result.TextGrid" 207 "samal" "samal"
"4988" "07072022_result.TextGrid" 207 "ajal" "ajal"
"4989" "07072022_result.TextGrid" 207 "viisteist" "viisteist"
"4990" "07072022_result.TextGrid" 207 "minu" "####"
"4991" "07072022_result.TextGrid" 207 "arust" "minust"
"4992" "07072022_result.TextGrid" 207 "okei" "okei"
"4993" "07072022_result.TextGrid" 207 "wow" "####"
"4994" "07072022_result.TextGrid" 207 "jah" "####"
"4995" "07072022_result.TextGrid" 207 "ja" "####"
"4996" "07072022_result.TextGrid" 207 "siis" "####"
"4997" "07072022_result.TextGrid" 207 "minu" "####"
"4998" "07072022_result.TextGrid" 207 "tolleaegne" "####"
"4999" "07072022_result.TextGrid" 207 "boyfriend" "####"
"5000" "07072022_result.TextGrid" 207 "kes" "####"
"5001" "07072022_result.TextGrid" 207 "oli" "####"
"5002" "07072022_result.TextGrid" 207 "new" "####"
"5003" "07072022_result.TextGrid" 207 "yorgist" "####"
"5004" "07072022_result.TextGrid" 207 "oh" "####"
"5005" "07072022_result.TextGrid" 207 "wow" "####"
"5006" "07072022_result.TextGrid" 207 "jaa" "####"
"5007" "07072022_result.TextGrid" 207 "a" "####"
"5008" "07072022_result.TextGrid" 207 "black" "####"
"5009" "07072022_result.TextGrid" 207 "person" "####"
"5010" "07072022_result.TextGrid" 207 "nagu" "####"
"5011" "07072022_result.TextGrid" 207 "oh" "####"
"5012" "07072022_result.TextGrid" 207 "wow" "####"
"5013" "07072022_result.TextGrid" 207 "italian" "####"
"5014" "07072022_result.TextGrid" 207 "math" "####"
"5015" "07072022_result.TextGrid" 207 "afric" "####"
"5016" "07072022_result.TextGrid" 207 "italian" "####"
"5017" "07072022_result.TextGrid" 207 "africanamerican" "####"
"5018" "07072022_result.TextGrid" 207 "so" "####"
"5019" "07072022_result.TextGrid" 207 "exotic" "####"
"5020" "07072022_result.TextGrid" 207 "so" "####"
"5021" "07072022_result.TextGrid" 207 "exotic" "####"
"5022" "07072022_result.TextGrid" 207 "jah" "####"
"5023" "07072022_result.TextGrid" 207 "ja" "####"
"5024" "07072022_result.TextGrid" 207 "siis" "####"
"5025" "07072022_result.TextGrid" 207 "minu" "####"
"5026" "07072022_result.TextGrid" 207 "meelest" "####"
"5027" "07072022_result.TextGrid" 207 "kas" "####"
